view,id,name,district,category,type,pin,address,listingOrPerk,panelMeta,panelHeadline,panelBody,detailCopy,primaryActions,image,source
"Partner","highland-lounge-node-3671114130","Highland Lounge","Downtown Austin","Bar / Nightlife","venue","Nightlife","404, Colorado Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Highland Lounge","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hilton-austin-node-12577833089","Hilton Austin","Downtown Austin","Hotel / Hospitality","hotel","Hotel","500, East 4th Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hilton Austin","Hotel / Hospitality listing operated by Hilton.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hilton-austin-node-12577833089","Hilton Austin","Downtown Austin","Hotel / Hospitality","hotel","Hotel","500, East 4th Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Hilton Austin","Hotel / Hospitality listing operated by Hilton.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hilton-garden-inn-way-960180825","Hilton Garden Inn","Downtown Austin","Hotel / Hospitality","hotel","Hotel","301, West 17th Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hilton Garden Inn","Hotel / Hospitality listing operated by Hilton Garden Inn.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hilton-garden-inn-way-960180825","Hilton Garden Inn","Downtown Austin","Hotel / Hospitality","hotel","Hotel","301, West 17th Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Hilton Garden Inn","Hotel / Hospitality listing operated by Hilton Garden Inn.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hilton-garden-inn-austin-downtown-way-43957022","Hilton Garden Inn Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","500, North Interstate 35, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hilton Garden Inn Austin Downtown","Hotel / Hospitality listing operated by Hilton Garden Inn.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hilton-garden-inn-austin-downtown-way-43957022","Hilton Garden Inn Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","500, North Interstate 35, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Hilton Garden Inn Austin Downtown","Hotel / Hospitality listing operated by Hilton Garden Inn.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","holiday-inn-express-suites-austin-downtown-university-by-ihg-way-516285432","Holiday Inn Express & Suites Austin Downtown - University by IHG","Downtown Austin","Hotel / Hospitality","hotel","Hotel","805, Neches Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Holiday Inn Express & Suites Austin Downtown - University by IHG","Hotel / Hospitality listing operated by Holiday Inn Express & Suites.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","holiday-inn-express-suites-austin-downtown-university-by-ihg-way-516285432","Holiday Inn Express & Suites Austin Downtown - University by IHG","Downtown Austin","Hotel / Hospitality","hotel","Hotel","805, Neches Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Holiday Inn Express & Suites Austin Downtown - University by IHG","Hotel / Hospitality listing operated by Holiday Inn Express & Suites.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","homewood-suites-austin-downtown-way-516291552","Homewood Suites Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","78, East Avenue, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Homewood Suites Austin Downtown","Hotel / Hospitality listing operated by Homewood Suites.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","homewood-suites-austin-downtown-way-516291552","Homewood Suites Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","78, East Avenue, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Homewood Suites Austin Downtown","Hotel / Hospitality listing operated by Homewood Suites.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hotel-hospitality-east-4th-street-500-way-328723692","Hotel / Hospitality East 4th Street 500","Downtown Austin","Hotel / Hospitality","hotel","Hotel","500, East 4th Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hotel / Hospitality East 4th Street 500","Hotel / Hospitality listing in Downtown Austin.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hotel-hospitality-east-4th-street-500-way-328723692","Hotel / Hospitality East 4th Street 500","Downtown Austin","Hotel / Hospitality","hotel","Hotel","500, East 4th Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Hotel / Hospitality East 4th Street 500","Hotel / Hospitality listing in Downtown Austin.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hotel-van-zandt-way-923351520","Hotel Van Zandt","Downtown Austin","Hotel / Hospitality","hotel","Hotel","605, Davis Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hotel Van Zandt","Hotel / Hospitality listing in Downtown Austin.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
